C,kernel,gamma,decision_function_shape,loss
0.546668049,rbf,0.302355003,ovo,56.5625
0.200970283,linear,3.397477838,ovr,68.75
10.67386926,rbf,0.535131894,ovo,75.3125
15.21129516,rbf,0.527076967,ovo,75.3125
8.834472578,rbf,0.53214846,ovr,75.3125
15.19991751,rbf,0.477142407,ovo,75.625
4.543932043,rbf,0.659274294,ovo,75.625
6.30901426,rbf,0.431631654,ovo,76.25
2.821510936,rbf,0.482693631,ovo,76.25
1.823439733,rbf,0.418254005,ovo,76.5625
7.190481654,rbf,0.814291301,ovo,77.1875
19.86387432,rbf,0.808604734,ovr,77.1875
15.14859129,rbf,0.886165732,ovr,77.8125
3.207066132,rbf,0.9702915,ovo,78.4375
1.227460329,rbf,0.985078702,ovo,78.4375
18.99991914,rbf,0.95686042,ovo,78.75
6.947656237,rbf,1.333939907,ovo,80
2.803241196,rbf,1.426637708,ovr,80.625
17.54994366,rbf,1.452437644,ovo,80.9375
15.55814894,rbf,1.647681296,ovo,81.5625
1.057327359,rbf,1.594959854,ovr,81.5625
1.547430801,rbf,1.665213426,ovo,81.875
15.50456868,rbf,1.659103738,ovr,81.875
8.072901286,rbf,1.518305209,ovr,81.875
0.036694777,linear,5.135068826,ovo,83.4375
9.265366641,rbf,0.305432019,ovr,83.4375
10.67088781,rbf,2.221031967,ovo,84.0625
2.92572156,rbf,1.921915975,ovo,84.375
3.112334272,rbf,1.871922705,ovr,84.375
0.084791762,linear,6.44256889,ovo,84.6875
4.842755945,rbf,2.065496191,ovo,84.6875
19.76861158,rbf,1.937106213,ovo,84.6875
5.630952433,rbf,2.124864269,ovo,84.6875
19.01488719,rbf,2.130193603,ovr,84.6875
0.084300855,linear,17.92012986,ovr,84.6875
10.09239649,rbf,2.509227383,ovo,85.3125
0.785112558,rbf,5.592936158,ovr,85.3125
0.085666882,rbf,8.059377851,ovo,85.625
0.419185,rbf,5.712677792,ovo,85.625
16.06394877,rbf,0.178548098,ovr,85.625
17.03629322,rbf,3.028918356,ovr,85.625
6.995400159,rbf,2.637362268,ovo,85.9375
0.06260966,rbf,9.887240795,ovo,85.9375
18.36478235,rbf,2.904750666,ovo,85.9375
8.444728705,rbf,2.346887345,ovo,85.9375
14.35261057,rbf,3.143213647,ovo,85.9375
15.85375553,rbf,2.695405366,ovo,85.9375
7.469458504,rbf,2.572082966,ovr,85.9375
14.94987791,rbf,3.086251416,ovr,85.9375
17.28928209,rbf,3.147530287,ovr,85.9375
0.148629273,rbf,8.84504922,ovr,85.9375
6.140930288,rbf,2.687161974,ovr,85.9375
0.916864349,rbf,7.770699683,ovr,86.25
0.29596315,rbf,7.791695272,ovr,86.25
6.377812359,rbf,3.555129103,ovo,86.5625
16.32218781,rbf,3.534178305,ovo,86.5625
18.7322032,rbf,3.317016261,ovo,86.5625
15.53950207,rbf,3.621357109,ovr,86.5625
2.017013723,rbf,3.21378436,ovr,86.5625
6.066826391,rbf,3.336672972,ovr,86.5625
0.535168902,rbf,12.43811295,ovo,86.875
19.76340315,rbf,0.120908587,ovo,86.875
7.754099268,rbf,3.776703117,ovo,86.875
0.940317779,rbf,11.7259697,ovo,87.1875
2.647610011,rbf,5.369130245,ovr,87.1875
10.92076993,rbf,4.283092548,ovr,87.1875
17.0274887,rbf,5.357929786,ovr,87.1875
19.47323095,rbf,5.238443526,ovr,87.1875
12.37690159,rbf,4.363001481,ovo,87.5
18.88245637,rbf,5.600481411,ovo,87.5
14.18240333,rbf,4.360363483,ovo,87.5
8.806499673,rbf,5.524230543,ovr,87.5
0.005569427,rbf,16.8368076,ovr,87.5
4.96479541,rbf,4.514979487,ovr,87.5
0.461926692,rbf,16.40753199,ovr,87.5
5.39721637,rbf,4.600158788,ovo,87.8125
8.253515978,rbf,4.823498782,ovo,87.8125
12.48477776,rbf,4.597073773,ovo,87.8125
8.498181354,rbf,4.731616659,ovr,87.8125
14.54496224,rbf,4.553086798,ovr,87.8125
9.876452332,rbf,4.840866454,ovr,87.8125
9.511075816,rbf,4.595358797,ovr,87.8125
9.465998194,rbf,5.868155665,ovo,88.75
7.280372696,poly,2.462151757,ovo,89.0625
7.171130254,poly,4.980467241,ovo,89.0625
14.76749174,poly,18.48001334,ovo,89.0625
11.8340514,poly,19.84059673,ovo,89.0625
6.799238215,poly,3.199124768,ovo,89.0625
15.25141523,poly,13.15857389,ovo,89.0625
0.612313134,poly,2.407948842,ovo,89.0625
7.887674151,poly,15.72693578,ovo,89.0625
10.41003792,poly,6.571484437,ovo,89.0625
18.48035075,poly,6.042571288,ovo,89.0625
12.12310532,poly,16.92873106,ovo,89.0625
3.276333493,poly,3.052946609,ovo,89.0625
11.97846229,poly,6.721914509,ovo,89.0625
14.5733642,poly,12.41784584,ovo,89.0625
19.72393334,poly,16.26375553,ovo,89.0625
13.08919427,poly,6.008364414,ovo,89.0625
8.050947209,poly,7.343382795,ovo,89.0625
18.21150878,poly,14.35850657,ovo,89.0625
13.67704393,poly,1.312040086,ovo,89.0625
2.168127687,poly,8.522901896,ovo,89.0625
1.410820971,poly,13.20815161,ovo,89.0625
5.399009924,poly,9.694807279,ovo,89.0625
4.086841709,poly,5.721358194,ovo,89.0625
15.20016304,poly,7.419205429,ovo,89.0625
1.951818759,poly,9.693383157,ovo,89.0625
4.169368382,poly,2.741838441,ovo,89.0625
18.5503687,poly,17.89775913,ovo,89.0625
12.2735104,poly,3.154965872,ovo,89.0625
9.718689556,poly,18.81168689,ovo,89.0625
8.593504011,poly,13.11760521,ovo,89.0625
4.459543327,poly,16.73727193,ovo,89.0625
19.54753202,poly,14.35067211,ovo,89.0625
10.25764984,poly,11.28046256,ovo,89.0625
2.853383527,poly,6.961976837,ovo,89.0625
11.68989219,poly,15.03639922,ovo,89.0625
11.10618044,poly,18.06833429,ovo,89.0625
12.72891136,poly,13.00557429,ovo,89.0625
0.115401435,poly,9.668187474,ovo,89.0625
1.211055696,poly,14.13678389,ovo,89.0625
6.75433702,poly,11.29347663,ovo,89.0625
5.563306471,poly,13.05692064,ovo,89.0625
6.296273824,poly,18.88843016,ovo,89.0625
2.732043695,rbf,6.07548496,ovo,89.0625
6.073899584,poly,14.14238933,ovo,89.0625
1.325574585,poly,10.39830616,ovo,89.0625
6.961122244,poly,13.77558815,ovo,89.0625
4.652507842,poly,6.256039134,ovo,89.0625
18.53678501,poly,13.49841688,ovo,89.0625
16.01104853,poly,13.81248597,ovo,89.0625
18.19257177,poly,17.84041549,ovo,89.0625
0.859883999,poly,8.942633718,ovo,89.0625
17.09039714,poly,10.78317943,ovo,89.0625
2.525133478,poly,5.785573731,ovo,89.0625
16.41951598,poly,2.047791257,ovo,89.0625
11.3682928,poly,6.264447223,ovo,89.0625
18.51886069,poly,2.441355457,ovo,89.0625
4.118909737,poly,19.61784571,ovo,89.0625
11.97805079,rbf,6.385538593,ovo,89.0625
12.9032363,poly,14.40789685,ovo,89.0625
3.23000504,poly,19.93070856,ovo,89.0625
7.519573652,poly,18.45202933,ovo,89.0625
16.01734991,poly,13.91508154,ovo,89.0625
14.95312722,rbf,6.611269728,ovo,89.0625
14.53257713,poly,0.676453268,ovo,89.0625
16.41537304,poly,19.06559245,ovo,89.0625
13.52504902,poly,15.04452334,ovo,89.0625
19.15910723,poly,6.300022664,ovo,89.0625
1.116305556,poly,17.82020339,ovo,89.0625
12.48270667,poly,11.57797965,ovo,89.0625
13.97608596,poly,5.049418232,ovo,89.0625
10.26351722,poly,3.401208367,ovo,89.0625
18.35599223,poly,14.60611532,ovo,89.0625
7.801661146,poly,15.35624921,ovo,89.0625
3.348863835,poly,0.332118784,ovo,89.0625
15.31433519,poly,13.14814003,ovo,89.0625
18.16672394,poly,9.498562169,ovo,89.0625
15.27391264,poly,11.995904,ovo,89.0625
7.427164555,poly,8.04775216,ovo,89.0625
10.58106429,poly,10.7346189,ovo,89.0625
11.81139092,poly,12.80999915,ovo,89.0625
17.17073069,poly,7.21786507,ovo,89.0625
6.91492128,poly,18.69335717,ovo,89.0625
11.57420291,poly,1.598545417,ovo,89.0625
8.398168562,poly,19.4023663,ovo,89.0625
19.27845458,poly,1.150552004,ovo,89.0625
15.74977655,poly,13.96105137,ovo,89.0625
11.91952417,poly,19.41895479,ovo,89.0625
0.052405032,poly,6.634011406,ovo,89.0625
17.64565373,poly,7.610796038,ovo,89.0625
18.89938323,rbf,6.254376162,ovo,89.0625
3.070765765,poly,0.432611115,ovo,89.0625
5.829843369,poly,14.85360509,ovo,89.0625
18.97686705,poly,15.30759261,ovo,89.0625
14.84260803,poly,14.21625033,ovo,89.0625
5.905481857,poly,15.84062216,ovo,89.0625
13.48798913,poly,19.89539606,ovo,89.0625
1.400790939,poly,12.81391325,ovo,89.0625
19.83101009,poly,3.726748527,ovo,89.0625
4.426343997,poly,3.043992531,ovo,89.0625
18.65529112,poly,11.0106912,ovo,89.0625
14.6787812,poly,1.365225296,ovo,89.0625
10.91194348,poly,18.84098876,ovr,89.0625
6.128546682,poly,15.84269255,ovr,89.0625
5.211666428,poly,15.45640679,ovr,89.0625
11.19588168,poly,4.516760771,ovr,89.0625
14.98607429,poly,8.715842971,ovr,89.0625
1.234082732,poly,4.257302803,ovr,89.0625
10.38320447,poly,4.513177165,ovr,89.0625
9.116176775,poly,9.816005361,ovr,89.0625
14.0773375,poly,0.864660436,ovr,89.0625
4.106439804,poly,19.36931469,ovr,89.0625
16.03520953,rbf,6.38475102,ovr,89.0625
19.97576125,rbf,6.332791059,ovr,89.0625
18.62019504,poly,16.76962595,ovr,89.0625
4.414330834,poly,5.800722892,ovr,89.0625
5.666642608,poly,2.743431111,ovr,89.0625
0.304827483,poly,5.007270245,ovr,89.0625
10.96751185,poly,4.740778963,ovr,89.0625
2.017465006,poly,0.054192098,ovr,89.0625
0.450919458,poly,2.523831421,ovr,89.0625
14.8662328,poly,8.697006368,ovr,89.0625
8.129141862,poly,8.41518098,ovr,89.0625
13.73411851,poly,9.875893767,ovr,89.0625
0.353520878,poly,11.80863469,ovr,89.0625
13.45288752,poly,10.60713712,ovr,89.0625
3.486631225,poly,15.0365936,ovr,89.0625
8.494986129,poly,12.05984892,ovr,89.0625
0.505119923,poly,16.5357812,ovr,89.0625
4.658134648,poly,19.44506217,ovr,89.0625
2.806780374,poly,10.64592752,ovr,89.0625
15.7962399,poly,8.720261055,ovr,89.0625
16.74450016,poly,8.714030476,ovr,89.0625
5.563514424,poly,15.71938792,ovr,89.0625
13.47641522,poly,18.23076345,ovr,89.0625
10.7789032,poly,4.354470147,ovr,89.0625
15.16734067,poly,19.24529125,ovr,89.0625
16.68858717,poly,11.66049962,ovr,89.0625
14.5222924,poly,4.052416876,ovr,89.0625
17.32136927,poly,8.593412641,ovr,89.0625
16.71667419,poly,12.35927591,ovr,89.0625
10.05050592,poly,13.08321813,ovr,89.0625
17.12546761,poly,6.597955481,ovr,89.0625
5.147261364,poly,12.90772214,ovr,89.0625
18.67505449,poly,15.04619144,ovr,89.0625
5.222983572,poly,16.58723479,ovr,89.0625
8.85169506,poly,5.894010138,ovr,89.0625
17.68331741,poly,10.13158403,ovr,89.0625
19.99493748,rbf,6.399351941,ovr,89.0625
19.53320124,poly,19.72390277,ovr,89.0625
14.81713623,poly,3.308192607,ovr,89.0625
15.96068267,poly,12.58928217,ovr,89.0625
16.63782305,poly,9.705999732,ovr,89.0625
14.53246436,rbf,6.352713865,ovr,89.0625
3.870782969,poly,14.42251249,ovr,89.0625
3.395057406,poly,3.003571197,ovr,89.0625
1.602782834,poly,13.95827263,ovr,89.0625
19.58025293,poly,7.807155892,ovr,89.0625
10.2591508,poly,4.628283253,ovr,89.0625
8.70984706,poly,3.299770966,ovr,89.0625
2.252626143,poly,10.00913573,ovr,89.0625
5.408835538,poly,13.56249957,ovr,89.0625
13.09315215,poly,15.89925433,ovr,89.0625
2.953406537,poly,8.623393487,ovr,89.0625
3.949837161,poly,3.3853179,ovr,89.0625
9.443673641,poly,8.947640241,ovr,89.0625
16.77440553,poly,2.653607979,ovr,89.0625
1.458380876,poly,0.854245585,ovr,89.0625
16.67616432,poly,16.03963419,ovr,89.0625
11.50705243,poly,4.916187625,ovr,89.0625
9.216921833,poly,4.189786574,ovr,89.0625
16.08780604,poly,6.155910224,ovr,89.0625
0.840621709,poly,16.15650012,ovr,89.0625
11.70472828,poly,4.504051501,ovr,89.0625
14.33004674,poly,13.65229307,ovr,89.0625
19.52006103,poly,18.53469231,ovr,89.0625
14.94939054,poly,1.900312646,ovr,89.0625
7.217622264,poly,19.56781887,ovr,89.0625
19.4102135,poly,6.13624388,ovr,89.0625
6.922026241,poly,7.579508328,ovr,89.0625
2.997655051,poly,4.655325956,ovr,89.0625
7.963090962,poly,1.407600868,ovr,89.0625
12.26438337,poly,6.330223215,ovr,89.0625
9.17109973,poly,2.660761676,ovr,89.0625
5.834300941,poly,13.71935587,ovr,89.0625
10.28576628,poly,3.418701377,ovr,89.0625
15.09425084,poly,2.678126037,ovr,89.0625
4.963866956,poly,19.26714727,ovr,89.0625
18.64154452,poly,8.804576233,ovr,89.0625
15.84960775,poly,12.82806647,ovr,89.0625
14.66473259,poly,18.75136297,ovr,89.0625
7.626256946,poly,7.945768505,ovr,89.0625
7.28580046,poly,1.09066837,ovr,89.0625
12.6874252,poly,7.893576714,ovr,89.0625
0.873697614,poly,10.30866444,ovr,89.0625
5.685704547,poly,2.784135673,ovr,89.0625
4.852744525,poly,9.667298665,ovr,89.0625
1.065773071,poly,9.701796558,ovr,89.0625
4.172853519,poly,0.46435667,ovr,89.0625
1.181786715,poly,11.94393373,ovr,89.0625
12.55733891,poly,5.095178674,ovr,89.0625
14.57580232,rbf,7.27217387,ovo,89.375
8.446851248,rbf,7.028881311,ovo,89.375
11.16355983,rbf,8.106498098,ovr,89.375
18.00322854,rbf,7.173936124,ovr,89.375
14.81381025,rbf,7.590759088,ovr,89.375
15.91242834,rbf,7.029334794,ovr,89.375
8.429545778,rbf,7.648508562,ovr,89.375
5.790020808,rbf,7.01820926,ovr,89.375
15.20295343,rbf,8.228916074,ovo,89.6875
10.56132643,rbf,8.35728716,ovo,89.6875
5.684218398,rbf,8.342790291,ovo,89.6875
14.08383868,rbf,8.512374902,ovo,89.6875
15.60445839,rbf,8.26836135,ovo,89.6875
17.43707705,rbf,8.520781298,ovr,89.6875
