max_depth,n_estimators,learning_rate,subsample,min_child_weight,loss
15,384,0.758813812,0.559314687,1,0.24375
5,161,0.076011222,0.979336372,2,0.24375
13,243,0.032705134,0.990236815,2,0.25
17,185,0.094662513,0.59185771,2,0.25
7,362,0.175840259,0.456889869,1,0.25625
10,210,0.032067654,0.412661232,4,0.25625
17,341,0.884571951,0.754100375,1,0.2625
14,402,0.529346313,0.355925313,1,0.2625
19,392,0.473865277,0.162762933,2,0.2625
5,411,0.115473863,0.920964918,4,0.2625
16,370,0.06166535,0.953725373,4,0.2625
11,349,0.157409928,0.99593399,6,0.2625
13,325,0.161436981,0.887521936,1,0.26875
20,271,0.47383173,0.252546288,1,0.26875
11,316,0.51868169,0.232836153,1,0.26875
14,427,0.036238359,0.159000025,2,0.26875
5,255,0.028980354,0.739845415,3,0.26875
20,232,0.515123221,0.830861599,9,0.26875
7,431,0.43620565,0.856744536,2,0.275
17,161,0.540642288,0.405700389,3,0.275
10,329,0.04623599,0.572395394,5,0.275
6,332,0.31495611,0.673741101,5,0.275
9,352,0.151898062,0.749240124,6,0.275
16,194,0.905440347,0.784554392,9,0.275
20,438,0.497069438,0.984838803,10,0.275
16,151,0.212704095,0.694424352,2,0.28125
11,346,0.55169726,0.748038856,4,0.28125
12,261,0.703891717,0.581092071,4,0.28125
12,248,0.01857733,0.387871724,5,0.28125
9,230,0.806700402,0.749960414,5,0.28125
11,193,0.474290435,0.767024105,6,0.28125
13,414,0.654444614,0.659483931,8,0.28125
16,365,0.31215709,0.822762028,9,0.28125
16,203,0.097289217,0.509364025,9,0.28125
5,287,0.12678408,0.588415048,9,0.28125
6,267,0.767832814,0.772740852,9,0.28125
12,270,0.287197375,0.935922662,10,0.28125
9,200,0.741238599,0.459586926,2,0.2875
14,262,0.761928722,0.967198065,2,0.2875
7,161,0.909654436,0.53834828,3,0.2875
13,351,0.344199804,0.593406688,3,0.2875
15,262,0.17681112,0.852947281,3,0.2875
9,292,0.014462,0.212694162,3,0.2875
8,151,0.03724705,0.507959133,4,0.2875
11,172,0.234742184,0.515390404,4,0.2875
19,242,0.151850913,0.979463845,4,0.2875
9,373,0.18101977,0.783895912,7,0.2875
17,356,0.643621754,0.971111385,9,0.2875
12,391,0.050669102,0.735219261,9,0.2875
18,274,0.553470824,0.990063656,10,0.2875
16,155,0.383410823,0.623516442,10,0.2875
16,388,0.962639243,0.710867029,1,0.29375
9,450,0.193033796,0.562782282,2,0.29375
13,275,0.226732932,0.529663195,2,0.29375
19,160,0.445522982,0.878474146,2,0.29375
18,218,0.658541088,0.738257883,2,0.29375
17,310,0.720056968,0.330430593,3,0.29375
5,288,0.101734038,0.345982776,3,0.29375
20,381,0.640443124,0.486319833,4,0.29375
20,267,0.864680553,0.993165967,5,0.29375
17,313,0.763628513,0.841117337,7,0.29375
14,405,0.320125497,0.388523352,9,0.29375
12,159,0.094667509,0.341084908,9,0.29375
12,212,0.184813714,0.697899875,10,0.29375
18,196,0.021193097,0.520211055,10,0.29375
18,244,0.594893044,0.837191121,1,0.3
6,386,0.17268866,0.496917121,1,0.3
17,395,0.063636903,0.104237892,2,0.3
