max_depth,n_estimators,learning_rate,subsample,min_child_weight,loss
9,265,0.53066397,0.672939804,4,0.2375
19,297,0.561153433,0.358188904,1,0.25
18,214,0.080090114,0.942454297,5,0.25
16,163,0.148296111,0.900859633,1,0.25625
18,342,0.693199531,0.672763976,1,0.25625
12,314,0.067461171,0.941293408,7,0.25625
17,190,0.104515598,0.763147822,1,0.2625
9,312,0.567295002,0.661435363,1,0.2625
7,323,0.846746867,0.420614935,4,0.2625
17,207,0.190269649,0.361926406,2,0.26875
19,356,0.428859535,0.805626756,2,0.26875
18,408,0.443820143,0.817679121,4,0.26875
9,194,0.318723619,0.878141607,9,0.26875
14,426,0.530464532,0.778166259,1,0.275
15,277,0.499566695,0.851314999,2,0.275
20,319,0.340220804,0.378026336,4,0.275
15,401,0.740721003,0.695833915,8,0.275
15,232,0.693908412,0.898613715,9,0.275
5,418,0.680494724,0.712313892,10,0.275
8,153,0.997913338,0.348442614,2,0.28125
9,412,0.285197902,0.339623079,2,0.28125
14,306,0.643482032,0.911535109,3,0.28125
13,279,0.252793384,0.256873351,3,0.28125
7,435,0.699448755,0.717271796,4,0.28125
19,180,0.554201226,0.175984456,4,0.28125
13,163,0.021736157,0.142667168,5,0.28125
8,386,0.136583888,0.366860318,6,0.28125
19,251,0.107731314,0.505414864,6,0.28125
6,317,0.864279988,0.325715404,9,0.28125
18,425,0.235765011,0.767887518,2,0.2875
18,156,0.970417443,0.476696156,3,0.2875
12,413,0.652298105,0.983358489,4,0.2875
10,424,0.130602519,0.455520802,9,0.2875
12,218,0.372256963,0.961571301,10,0.2875
11,399,0.14911529,0.485865158,1,0.29375
16,219,0.881287842,0.986294699,2,0.29375
20,289,0.453064239,0.549691777,3,0.29375
16,287,0.38025546,0.869480264,4,0.29375
15,317,0.23525355,0.266250855,5,0.29375
16,211,0.652954875,0.952294428,6,0.29375
10,427,0.268252771,0.968083403,6,0.29375
14,323,0.815658413,0.540546675,6,0.29375
19,424,0.324674416,0.855269524,7,0.29375
16,259,0.65705556,0.672024527,10,0.29375
17,359,0.731353621,0.653201824,10,0.29375
13,357,0.549036547,0.990432791,3,0.3
19,374,0.979967162,0.957174127,4,0.3
5,318,0.279063028,0.507346992,6,0.3
5,367,0.166890706,0.372393347,10,0.3
20,449,0.463750703,0.265254127,1,0.30625
5,325,0.819290981,0.282023615,2,0.30625
8,192,0.800776133,0.844699496,3,0.30625
19,393,0.652142851,0.583892279,3,0.30625
12,437,0.476454946,0.346004588,5,0.30625
14,348,0.361190209,0.984431611,5,0.30625
17,371,0.722060987,0.518647323,9,0.30625
14,338,0.530225286,0.999784985,9,0.30625
14,353,0.594155861,0.838451479,9,0.30625
11,244,0.530681769,0.367826414,10,0.30625
20,314,0.782847973,0.50022127,10,0.30625
11,167,0.673629115,0.589174496,4,0.3125
18,214,0.220157716,0.16863679,5,0.3125
8,275,0.704669336,0.414089316,7,0.3125
7,179,0.246749863,0.293664198,7,0.3125
6,325,0.259751715,0.813035442,7,0.3125
20,246,0.12769823,0.164880541,10,0.3125
7,217,0.200982255,0.128380719,1,0.31875
14,160,0.640335126,0.74449967,2,0.31875
11,342,0.669965237,0.40761252,3,0.31875
17,412,0.295691479,0.389727162,5,0.31875
14,151,0.63530301,0.811023774,10,0.31875
16,424,0.176151957,0.336254415,10,0.31875
8,374,0.479792914,0.262714737,10,0.31875
18,258,0.122211457,0.067218826,1,0.325
7,213,0.410940111,0.39947306,5,0.325
5,332,0.862429882,0.349429798,6,0.325
13,445,0.327743834,0.251143437,7,0.325
10,174,0.206146156,0.125320546,2,0.33125
20,314,0.538883457,0.226817963,5,0.33125
19,209,0.637986685,0.103518484,1,0.3375
20,320,0.83791197,0.349754628,4,0.3375
6,190,0.315558993,0.169140736,5,0.3375
14,261,0.946510488,0.24858521,3,0.34375
8,434,0.273178233,0.174015614,4,0.34375
13,450,0.831765665,0.356027865,8,0.35
11,335,0.960783139,0.645435735,5,0.35625
16,225,0.820631264,0.206321383,4,0.3625
5,436,0.154498299,0.093058335,4,0.3625
9,231,0.483243244,0.041992005,5,0.3625
14,301,0.975710264,0.031051007,6,0.3625
12,377,0.162625203,0.025951192,8,0.3625
20,357,0.458971003,0.149118901,6,0.38125
16,406,0.7011319,0.062473881,5,0.39375
19,359,0.736154659,0.163217164,4,0.4
13,278,0.871250905,0.019979135,6,0.4125
16,218,0.866593142,0.052723913,3,0.4625
17,370,0.920044995,0.191248943,8,0.46875
16,243,0.843583414,0.048191722,2,0.49375
5,161,0.468921477,0.002311168,10,0.55
16,431,0.262575814,0.003318852,9,0.56875
