protocol,XX:MaxNewSize,Xms,Xmx,maxHttpHeaderSize,maxThreads,minSpareThreads,maxSpareThreads,minProcessors,acceptCount,enableLookups,connectionTimeout,disableUploadTimeout,compressionMinSize,90th
org.apache.coyote.http11.Http11NioProtocol,116,120,511,4852,469,19,93,7,88,FALSE,20344,TRUE,1671,7903.055848
org.apache.coyote.http11.Http11NioProtocol,471,471,511,8231,495,47,330,47,137,TRUE,10531,TRUE,1026,7562.008469
org.apache.coyote.http11.Http11NioProtocol,113,116,513,3304,485,26,48,8,89,FALSE,19564,TRUE,2337,7978.723404
org.apache.coyote.http11.Http11NioProtocol,282,279,509,8321,514,41,231,29,125,TRUE,17360,TRUE,1175,7893.905905
org.apache.coyote.http11.Http11NioProtocol,455,447,511,8130,510,48,274,45,166,TRUE,12046,TRUE,1088,7516.913054
org.apache.coyote.http11.Http11NioProtocol,552,557,512,11860,712,113,365,54,217,FALSE,33987,TRUE,2259,9172.067996
org.apache.coyote.http11.Http11NioProtocol,181,180,514,6180,513,32,156,14,88,FALSE,19222,TRUE,1671,7609.577922
org.apache.coyote.http11.Http11NioProtocol,546,548,511,12256,737,113,374,53,216,FALSE,33872,TRUE,2245,10433.33101
org.apache.coyote.http11.Http11NioProtocol,120,127,511,7057,494,19,199,12,56,TRUE,20081,TRUE,1230,7482.416322
org.apache.coyote.http11.Http11NioProtocol,233,271,517,10521,719,36,161,24,140,FALSE,16189,TRUE,1692,7763.573314
org.apache.coyote.http11.Http11NioProtocol,507,510,510,8244,517,66,246,51,204,TRUE,16348,TRUE,1362,7730.364873
org.apache.coyote.http11.Http11NioProtocol,133,137,512,8171,502,26,246,11,53,TRUE,19860,TRUE,1048,8436.919962
org.apache.coyote.http11.Http11NioProtocol,153,142,512,4017,481,25,101,10,91,FALSE,19672,TRUE,1964,7420.966705
org.apache.coyote.http11.Http11NioProtocol,458,455,513,9561,613,90,302,45,180,FALSE,28041,TRUE,1945,7188.383572
org.apache.coyote.http11.Http11NioProtocol,506,506,511,7975,514,64,255,50,200,TRUE,15782,TRUE,1307,7723.995881
org.apache.coyote.http11.Http11NioProtocol,284,295,517,12006,713,61,330,28,107,FALSE,25720,TRUE,1532,7721.212745
org.apache.coyote.http11.Http11NioProtocol,145,149,512,8389,510,28,264,13,55,TRUE,19720,TRUE,1088,7628.928898
org.apache.coyote.http11.Http11NioProtocol,534,540,511,8319,494,109,261,53,206,FALSE,33399,TRUE,2228,10526.31579
org.apache.coyote.http11.Http11NioProtocol,200,221,514,8451,632,34,168,20,108,FALSE,18207,TRUE,1704,7650.719168
org.apache.coyote.http11.Http11NioProtocol,486,463,515,8121,571,49,303,51,154,TRUE,13262,TRUE,1317,7303.890539
org.apache.coyote.http11.Http11NioProtocol,190,260,515,12092,787,31,128,20,151,FALSE,13978,FALSE,1812,7738.740133
org.apache.coyote.http11.Http11NioProtocol,504,498,514,14912,935,92,447,50,194,FALSE,27598,FALSE,1944,7474.213962
org.apache.coyote.http11.Http11NioProtocol,144,159,511,6350,504,28,171,13,77,FALSE,19941,TRUE,1579,8201.651266
org.apache.coyote.http11.Http11NioProtocol,542,542,511,14546,847,120,425,52,220,FALSE,36890,FALSE,2358,8368.667708
org.apache.coyote.http11.Http11NioProtocol,453,425,515,8260,588,54,270,46,157,TRUE,15902,TRUE,1393,7914.731954
org.apache.coyote.http11.Http11NioProtocol,221,215,511,8272,512,34,229,21,92,TRUE,18927,TRUE,1122,8166.376307
org.apache.coyote.http11.Http11NioProtocol,273,263,513,8438,537,43,256,28,109,TRUE,18175,TRUE,1214,7952.497084
org.apache.coyote.http11.Http11NioProtocol,515,520,511,8274,490,85,248,50,198,FALSE,22814,TRUE,1705,8553.832117
org.apache.coyote.http11.Http11NioProtocol,416,414,511,7985,507,75,249,40,168,FALSE,24013,TRUE,1673,7612.281147
org.apache.coyote.http11.Http11NioProtocol,273,260,513,8319,506,36,277,24,88,TRUE,16037,TRUE,1065,8054.988723
