protocol,XX:MaxNewSize,Xms,Xmx,maxHttpHeaderSize,maxThreads,minSpareThreads,maxSpareThreads,minProcessors,acceptCount,enableLookups,connectionTimeout,disableUploadTimeout,compressionMinSize,90th
org.apache.coyote.http11.Http11NioProtocol,423,450,516,9633,622,58,345,45,167,TRUE,11743,TRUE,1045,7778.065854
org.apache.coyote.http11.Http11AprProtocol,125,348,513,6259,635,34,59,46,150,FALSE,15397,TRUE,1544,8588.11405
org.apache.coyote.http11.Http11NioProtocol,297,294,507,5382,303,86,402,49,97,TRUE,16473,FALSE,1711,7363.04732
org.apache.coyote.http11.Http11AprProtocol,129,510,512,8288,1010,24,76,49,199,FALSE,20273,TRUE,1012,8534.85064
org.apache.coyote.http11.Http11AprProtocol,135,157,505,11522,299,80,189,84,171,FALSE,15887,TRUE,1936,9024.184815
org.apache.coyote.http11.Http11AprProtocol,261,515,514,16853,1001,26,79,8,97,FALSE,30287,TRUE,1012,10978.55522
org.apache.coyote.http11.Http11AprProtocol,120,503,515,8552,1049,28,125,47,192,FALSE,20304,TRUE,1017,8848.51345
org.apache.coyote.http11.Http11AprProtocol,211,495,511,14162,970,29,83,28,135,FALSE,26261,TRUE,1131,9020.386073
org.apache.coyote.http11.Http11AprProtocol,681,635,518,2348,79,22,26,69,280,TRUE,1570,TRUE,815,11255.34629
org.apache.coyote.http11.Http11AprProtocol,256,510,514,15898,980,25,94,12,105,FALSE,29748,TRUE,1119,8636.573008
org.apache.coyote.http11.Http11AprProtocol,240,509,510,15638,996,26,81,15,111,FALSE,28999,TRUE,1067,8663.509299
org.apache.coyote.http11.Http11NioProtocol,119,174,513,7308,697,52,339,25,61,FALSE,15734,TRUE,1558,8355.614973
org.apache.coyote.http11.Http11NioProtocol,248,275,519,13400,590,88,415,54,139,FALSE,19252,TRUE,1259,7938.187976
org.apache.coyote.http11.Http11AprProtocol,287,319,503,9711,451,58,187,51,118,FALSE,20885,TRUE,1280,7885.60614
org.apache.coyote.http11.Http11AprProtocol,260,509,512,16817,1011,25,77,9,92,FALSE,30258,TRUE,1019,9379.689845
org.apache.coyote.http11.Http11AprProtocol,394,399,514,11423,313,76,242,76,210,TRUE,19058,TRUE,1019,7431.997225
org.apache.coyote.http11.Http11AprProtocol,213,511,510,14345,1005,26,76,24,130,FALSE,27018,TRUE,1071,11897.20812
org.apache.coyote.http11.Http11AprProtocol,174,236,507,9790,614,67,291,52,112,FALSE,17409,TRUE,1553,8649.02266
org.apache.coyote.http11.Http11AprProtocol,258,519,513,16659,1003,26,78,10,100,FALSE,30355,TRUE,1037,11598.23707
org.apache.coyote.http11.Http11AprProtocol,151,380,505,7497,872,43,216,41,143,FALSE,18541,TRUE,1180,8757.589911
org.apache.coyote.http11.Http11AprProtocol,128,515,512,8250,1006,25,75,50,201,FALSE,20089,TRUE,1015,9887.284952
org.apache.coyote.http11.Http11AprProtocol,263,350,504,9955,616,50,194,36,101,FALSE,21347,TRUE,1293,8192.244675
org.apache.coyote.http11.Http11NioProtocol,135,246,510,7706,914,51,429,19,62,FALSE,18836,TRUE,1175,7573.080224
org.apache.coyote.http11.Http11AprProtocol,254,510,512,16021,987,25,79,12,103,FALSE,29886,TRUE,1036,8890.996384
org.apache.coyote.http11.Http11AprProtocol,246,516,512,15778,980,24,82,13,104,FALSE,29347,TRUE,1050,10689.85177
org.apache.coyote.http11.Http11AprProtocol,261,397,510,16427,667,52,156,45,133,FALSE,30110,TRUE,1102,8979.885057
org.apache.coyote.http11.Http11AprProtocol,215,513,510,13436,1000,23,77,24,135,FALSE,26476,TRUE,1029,11098.77913
org.apache.coyote.http11.Http11AprProtocol,178,506,511,11588,1022,26,76,34,162,FALSE,24085,TRUE,1039,9083.202132
org.apache.coyote.http11.Http11AprProtocol,177,225,501,12883,420,80,218,81,167,FALSE,18948,TRUE,1716,9427.440136
org.apache.coyote.http11.Http11AprProtocol,274,323,501,10179,539,61,213,49,117,FALSE,20282,TRUE,1371,8812.643205
