sort_buffer_size,join_buffer_size,table_open_cache,thread_cache_size,query_cache_limit,max_allowed_packet,max_connect_errors,tmp_table_size,max_heap_table_size,innodb_autoextend_increment,innodb_buffer_pool_size,innodb_additional_mem_pool_size,innodb_log_buffer_size,QPS
2269.157,584.9268,1780.4155,66.010376,2.6856182,11.24366,1102.1656,55.65854,57.846912,203.77992,2.6303287,5.589452,17.07566,6851.57
3364.299,1428.6029,1389.3357,57.932026,2.0059872,9.612724,1120.6099,76.97616,62.694923,256.87613,6.0539246,9.451732,8.437286,6841.21
2448.6504,870.9147,1221.8558,119.78453,0.7642748,10.772002,186.04819,61.34449,92.23999,368.27808,3.7997024,14.460487,0.6295973,6456.34
3124.5942,1085.4983,1459.2144,53.703564,2.0716665,2.9363954,1848.2521,136.97282,35.972294,56.730137,4.5548396,5.9380217,13.148446,7114.24
1874.1675,910.0591,1473.2316,52.408634,2.6447024,13.099072,693.02435,58.70128,67.97689,284.7609,4.558285,8.537462,15.186573,7174.7
2644.695,1318.72,1391.7805,63.857224,2.320776,11.963925,866.786,69.45049,67.303734,247.1417,5.8412294,11.1311655,15.404634,6544.03
2001.0527,1273.6006,952.4519,19.80603,3.0168643,15.9132595,247.8522,54.579445,66.24902,296.07315,6.239869,12.583355,23.668798,6697.48
1389.317,207.02422,1067.267,127.24446,0.9301608,8.415092,77.83451,79.11578,86.88401,297.50143,1.6199735,13.750858,3.3374438,6904.29
2423.7559,1420.9158,793.64526,42.2042,2.465367,13.924653,278.5806,71.36541,67.79299,250.07375,6.7030425,15.249401,21.848444,7104.88
3093.8706,981.5397,1187.9297,42.290398,2.3597603,4.6552777,1489.2262,110.01779,40.105865,165.75513,5.1829333,6.348846,7.824322,6261.9
2769.5693,1509.5027,1975.5483,85.45844,1.7161285,9.408124,1526.016,115.3265,62.124367,48.74712,4.703128,11.677888,25.951557,6687.07
1140.5812,528.95496,1641.4475,48.51405,2.9142244,13.87752,460.3643,41.216854,70.79376,324.25192,2.8949761,5.2005615,14.78003,6839.51
1722.0858,378.467,1735.7051,70.59539,2.6654732,11.302737,857.6281,53.894768,61.752144,241.49553,2.1167908,5.7229652,15.036575,6535.69
2450.5886,1488.5963,909.1189,30.458168,2.7373495,14.124576,488.57883,74.11471,63.16734,226.42743,6.9382086,14.295202,24.848589,6777.44
1762.9667,951.3212,1611.4003,50.42995,2.5739112,14.919419,431.8384,38.39136,79.40217,361.1928,4.2137895,7.3969817,11.729752,6473.43
2366.981,1292.3057,877.1809,52.164703,2.331137,13.095693,350.79526,72.861115,68.41311,244.19356,6.0904026,14.5178,19.99604,6895.45
3317.8557,1706.1858,1531.2291,71.1185,1.9161721,13.698526,760.40594,51.860355,80.18591,317.03906,6.62808,12.209969,10.720367,6921.66
2574.2756,1722.4323,688.32214,19.463696,2.8934078,15.958411,274.44357,71.576965,62.59825,246.97159,8.0805645,16.158566,27.04858,6622.49
2008.563,987.1609,1396.4695,53.628155,2.667952,12.52814,722.0418,64.61038,65.4824,250.951,4.946465,9.4507675,16.657454,6856.32
2938.0054,1492.475,1763.3951,77.89831,1.9031831,10.788125,1242.3329,87.78909,66.49602,151.72931,5.2355947,11.52925,20.078554,6472.36
2549.8103,1582.3191,849.681,28.418373,2.746881,14.692844,426.1898,71.28102,62.81426,237.04187,7.394679,14.657367,25.00983,6800.76
1242.6091,534.9914,1603.0686,45.318172,3.009651,14.2086,373.5107,37.207443,71.50423,329.95883,2.9128666,5.6503196,16.101652,6409.56
2108.5283,985.01984,1346.5555,57.597942,2.5620852,11.862298,807.76764,69.334114,64.159134,233.43903,4.9490404,9.645079,16.03855,6884.42
2659.0857,1150.2433,1196.8447,46.041187,2.5161805,9.268152,1046.7318,88.92589,51.79197,196.04202,5.740651,9.915322,14.882751,6331.45
1847.0754,711.83545,1629.9861,58.967876,2.7325785,11.727955,918.4987,60.99424,60.311535,221.8762,3.3658526,6.8686333,17.990078,6290.99
1759.4401,880.0101,1448.1343,50.2323,2.683123,12.874819,676.94714,59.55262,68.162506,278.21484,4.413541,8.304441,15.963545,6611.09
