sort_buffer_size,join_buffer_size,table_open_cache,thread_cache_size,query_cache_limit,max_allowed_packet,max_connect_errors,tmp_table_size,max_heap_table_size,innodb_autoextend_increment,innodb_buffer_pool_size,innodb_additional_mem_pool_size,innodb_log_buffer_size,QPS
429.7857,667.48004,1974.7472,13.585803,2.0806136,14.5380335,146.05226,10.679784,23.618334,335.8328,5.046398,15.64457,36.92854,6522.49
1720.6238,607.7495,709.94806,117.09979,2.15539,3.1156845,920.7372,116.58655,68.70634,83.92744,5.588654,19.179705,9.725239,6206.45
372.5617,756.01294,1529.443,11.988845,1.354406,14.216035,147.77614,8.93282,0.075105235,127.717316,6.049904,19.31717,28.241398,6577.17
1181.7212,744.1911,948.29803,35.129368,2.5890932,8.97455,1341.2335,83.27126,118.47778,504.60495,1.6996735,3.870269,22.192455,6885.01
1666.9788,757.8584,873.76605,93.73153,2.0778365,5.9422946,982.95013,101.93573,64.33455,134.58104,5.0472918,15.729312,12.692849,6642.21
1885.0615,969.12274,1281.366,72.74758,2.4598274,9.121938,1150.66,90.47573,76.27707,265.4063,4.3481274,10.281924,20.06875,6872.69
1708.4532,1200.7806,1284.1051,73.52122,2.562167,9.590061,1259.8966,85.977684,60.203,207.66983,4.8506923,12.560268,17.798462,6383.34
482.98126,1094.9901,485.41287,31.957975,2.3381274,8.997028,1242.5444,59.0252,89.05661,436.45636,0.72970307,7.054915,13.717325,6584.37
2007.3417,458.31158,1940.7317,47.376175,3.0712287,9.527631,1338.6044,104.508194,135.2247,545.1821,3.7735882,1.6611102,34.9809,6659.79
1844.0952,814.1529,1450.157,59.985783,2.557184,9.820463,1186.3822,92.08293,90.984406,350.07343,4.035732,8.128123,24.687126,6658.09
1483.6663,1456.8951,1778.6178,63.548927,2.7152371,13.578649,1038.3344,54.29385,21.821104,104.54363,6.8943467,16.941084,22.941992,6604.48
1471.2062,1110.2505,1203.0872,61.369743,2.611666,9.908717,1359.9407,83.73118,80.10853,288.15665,4.050029,9.746902,19.381329,6691.06
1677.6797,790.09503,1201.4801,64.51481,2.0266337,9.442646,962.88525,82.14161,65.88057,184.01799,4.8610787,11.913872,19.06384,6222.99
1688.697,761.554,848.3628,103.78727,2.1419873,4.984924,967.2618,104.137054,64.2676,113.82285,5.1399803,17.085026,11.9347515,6636.6
1777.6403,950.54504,968.7216,106.61507,2.4662952,5.437007,1072.3506,105.871826,56.46873,112.697365,5.6717134,17.750769,12.47403,6790.61
1581.5748,1104.6932,1323.6234,65.55387,2.4815068,9.625594,1142.548,80.15584,60.32425,226.48532,4.4419684,12.354267,18.44327,6440.47
1998.1053,514.1163,1787.2256,52.028225,2.89998,9.659047,1264.3457,103.092285,123.68459,495.81656,3.80813,3.413605,32.462135,6077.78
2167.0884,1696.2115,1502.2185,84.73971,3.0461779,12.152377,1590.5538,94.83916,38.127853,75.57432,7.0914445,14.782753,21.247013,6270.62
2201.9304,1918.9736,1970.6104,96.08671,3.2090657,13.837576,1747.1427,88.74947,37.90095,1.6011431,8.886723,15.070357,18.316233,6578.54
605.591,946.0035,548.10126,29.078531,2.4561362,8.875596,1287.8412,67.78979,106.21365,491.09253,0.6494204,5.224031,16.352535,6609.19
1294.0231,1225.5077,1540.3665,53.39512,2.4473271,12.234842,915.50757,52.67214,33.34071,154.6907,5.4540668,16.095957,21.348389,6329.83
1408.0195,1009.1152,974.3809,73.79243,2.3274477,8.04998,1095.2483,82.96473,68.20106,244.52269,3.7407475,12.300718,15.118332,6573.28
1892.9938,691.9642,1505.9315,58.741642,2.5856118,9.59108,1182.9049,95.64808,101.02613,385.9444,3.9020042,6.71368,26.644323,6825.77
794.5361,829.58203,1463.1718,26.894117,1.6377587,12.935371,438.30618,30.953953,19.598314,136.1292,5.3179855,17.323593,23.468807,6077.73
