x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
17.428144454956055,122.78184509277344,66.82518005371094,77.80284118652344,-46.3054084777832,-148.91778564453125,-14.13238525390625,109.55599212646484,25.2439022064209,-16.928863525390625,16.83650228678603
24.750181198120117,13.040730476379395,27.02191734313965,-77.41934967041016,-134.12489318847656,38.37979507446289,177.14234924316406,131.7327880859375,-77.28500366210938,-34.252315521240234,21.7519298076434
62.38960647583008,-23.93695068359375,65.99188995361328,139.69381713867188,38.90233612060547,160.00784301757812,-139.21292114257812,62.703941345214844,90.25674438476562,199.76544189453125,32.70379713639315
166.45611572265625,-41.686771392822266,39.719539642333984,-201.87789916992188,63.193599700927734,-81.1305923461914,20.814212799072266,29.84874725341797,-159.7894287109375,-145.83470153808594,33.64876024877362
236.2230224609375,-7.900429725646973,129.44346618652344,-9.644159317016602,-71.73248291015625,12.009146690368652,174.4668426513672,66.06494140625,14.428356170654297,-192.29942321777344,38.49844103755324
82.31105041503906,26.808734893798828,167.2615203857422,-74.1487808227539,-201.2388153076172,-91.37999725341797,82.97162628173828,258.92108154296875,133.51968383789062,31.847768783569336,46.57039725634577
128.53953552246094,201.0113983154297,200.14576721191406,108.48345947265625,-69.87346649169922,-121.14593505859375,137.20681762695312,109.65445709228516,-123.52078247070312,-141.0380096435547,49.578177505186545
121.92815399169922,196.39712524414062,129.6985626220703,-175.8742218017578,-83.38745880126953,-76.64217376708984,5.605509281158447,229.6713409423828,-206.94607543945312,16.674394607543945,53.46848408224672
57.290435791015625,165.37252807617188,-122.13357543945312,84.03681182861328,382.7652587890625,27.92359733581543,-71.58023071289062,227.35992431640625,16.941898345947266,-0.8726527690887451,65.24944074861041
-135.0894775390625,21.68219757080078,-40.61464309692383,25.53894805908203,-410.9389953613281,159.81773376464844,43.73368453979492,-216.306640625,-122.24305725097656,122.98969268798828,74.5520120401754
9.18293571472168,14.7368745803833,-81.26477813720703,-109.0354995727539,-152.53578186035156,-327.1364440917969,216.44989013671875,329.20404052734375,-29.25933074951172,-12.504825592041016,77.32313318023894
60.1690788269043,100.75098419189453,72.92536163330078,316.2249755859375,-42.65327835083008,-306.29437255859375,207.47027587890625,112.62239074707031,-196.00868225097656,32.50245666503906,78.47889252061707
-37.819091796875,272.7538757324219,-104.73522186279297,-254.10140991210938,246.11509704589844,66.81016540527344,-4.732459545135498,162.54067993164062,-231.9327850341797,-169.5479736328125,82.34513458573602
197.68695068359375,-292.47900390625,-93.68620300292969,-185.2200927734375,-99.66609954833984,227.28662109375,-25.134464263916016,-319.7096862792969,-155.89996337890625,-45.79537582397461,90.63691196510311
145.587646484375,-112.65708923339844,37.19768142700195,-334.7627258300781,207.9672393798828,-292.1773376464844,-120.0718765258789,11.859780311584473,-27.956405639648438,-273.2476806640625,92.48971827500269
-71.36792755126953,277.1839904785156,106.24510192871094,227.38638305664062,-338.9605712890625,177.05079650878906,52.90731430053711,-111.75332641601562,-277.4958801269531,-89.07196807861328,98.84493237028317
36.21455764770508,108.77505493164062,-109.48809814453125,-357.73358154296875,463.36163330078125,-6.535342693328857,-18.56772232055664,77.66239929199219,-10.465035438537598,-145.27938842773438,99.86075196586866
-19.133644104003906,-284.15008544921875,45.71769332885742,-33.57848358154297,-282.3760070800781,216.8523712158203,192.25535583496094,-383.9244689941406,53.580928802490234,15.024768829345703,100.63586522302872
-360.263427734375,178.62823486328125,-52.146278381347656,-286.333984375,145.7883758544922,264.9076232910156,56.52117919921875,193.64926147460938,-27.220001220703125,-196.24314880371094,105.44590290034905
97.2894058227539,-28.79990005493164,-22.089393615722656,283.37335205078125,419.87469482421875,214.68807983398438,-25.767635345458984,170.15701293945312,271.427490234375,-42.67726516723633,105.64473351346955
390.7939977595015,18.2514427990983,84.87628345166058,-87.82649992781216,20.265714820641847,-245.03973531666895,-39.27969084918902,80.13018433608602,-181.9495303702396,-400.26315802401405,108.44373394698943
-227.92904663085938,271.0472106933594,-98.45880889892578,-263.0324401855469,304.3177795410156,226.47181701660156,62.04741287231445,159.66659545898438,-61.655006408691406,-245.8917694091797,111.45368890233651
346.7487375915009,-308.7443300428633,402.50881127874766,-202.0613811787403,54.84014723872349,-89.18504887339355,-71.28114432299117,19.918488247646223,75.66649341042398,85.6778698916894,112.97554260881157
