protocol,XX:MaxNewSize,Xms,Xmx,maxHttpHeaderSize,maxThreads,minSpareThreads,maxSpareThreads,minProcessors,acceptCount,enableLookups,connectionTimeout,disableUploadTimeout,compressionMinSize,90th
org.apache.coyote.http11.Http11NioProtocol,692,469,552,8929,623,54,775,104,99,TRUE,1155,TRUE,1407,5982.292414
org.apache.coyote.http11.Http11NioProtocol,643,763,538,16712,960,34,466,130,360,TRUE,36064,TRUE,2453,10115.99676
org.apache.coyote.http11.Http11NioProtocol,79,380,506,21766,905,115,467,19,104,FALSE,26432,FALSE,1218,8121.717473
org.apache.coyote.http11.Http11NioProtocol,127,51,508,6983,318,66,22,37,41,TRUE,26724,TRUE,738,7724.791431
org.apache.coyote.http11.Http11Protocol,75,44,280,4754,524,34,153,107,31,FALSE,10813,TRUE,1586,7830.036018
org.apache.coyote.http11.Http11Protocol,228,97,424,3546,396,58,59,39,66,TRUE,11354,FALSE,1570,7355.104442
org.apache.coyote.http11.Http11Protocol,491,148,584,14367,317,95,690,86,23,TRUE,17545,TRUE,1029,7614.599726
org.apache.coyote.http11.Http11NioProtocol,190,146,493,10707,1019,28,179,126,27,FALSE,8297,TRUE,2299,8116.443915
org.apache.coyote.http11.Http11Protocol,247,227,409,6898,389,43,108,37,85,TRUE,15989,TRUE,1614,6785.488103
org.apache.coyote.http11.Http11Protocol,72,2,205,3528,631,46,137,152,35,FALSE,15658,TRUE,1637,7060.48482
org.apache.coyote.http11.Http11AprProtocol,194,310,515,16566,1093,130,40,147,177,FALSE,23548,TRUE,1425,9246.132035
org.apache.coyote.http11.Http11AprProtocol,164,296,522,7457,661,101,322,49,229,FALSE,24260,TRUE,2058,8362.602442
org.apache.coyote.http11.Http11NioProtocol,167,426,420,5913,518,27,312,103,24,FALSE,10010,TRUE,1572,10426.80384
org.apache.coyote.http11.Http11NioProtocol,90,199,494,15960,695,63,22,14,129,FALSE,10906,FALSE,1895,8061.049011
org.apache.coyote.http11.Http11NioProtocol,497,381,508,13989,815,75,508,103,118,FALSE,23555,FALSE,1299,6709.308047
org.apache.coyote.http11.Http11NioProtocol,416,275,521,19494,1004,100,638,103,65,TRUE,22532,FALSE,977,7979.996808
org.apache.coyote.http11.Http11NioProtocol,317,473,548,7286,833,13,185,27,142,FALSE,25407,FALSE,1066,7752.739301
org.apache.coyote.http11.Http11AprProtocol,162,112,519,9603,679,77,166,159,10,FALSE,15714,TRUE,1000,9320.822718
org.apache.coyote.http11.Http11AprProtocol,192,423,506,14514,903,98,34,107,212,FALSE,22951,TRUE,1857,8648.025368
org.apache.coyote.http11.Http11NioProtocol,110,110,514,5499,618,52,222,40,100,TRUE,19751,TRUE,1497,7669.495858
org.apache.coyote.http11.Http11AprProtocol,366,477,420,7657,886,77,35,57,105,TRUE,29106,TRUE,524,7744.733581
org.apache.coyote.http11.Http11NioProtocol,402,129,524,10505,471,96,407,58,114,FALSE,13104,TRUE,1328,8133.608069
org.apache.coyote.http11.Http11AprProtocol,202,252,533,5790,290,109,344,23,153,FALSE,2929,TRUE,2658,9085.953116
org.apache.coyote.http11.Http11NioProtocol,249,571,524,14143,1017,23,103,17,54,FALSE,17531,TRUE,1724,10947.30696
org.apache.coyote.http11.Http11AprProtocol,281,398,400,10406,528,45,29,36,146,TRUE,13676,TRUE,2009,7491.010787
org.apache.coyote.http11.Http11Protocol,270,469,336,9365,809,55,212,30,44,TRUE,10826,TRUE,1216,11592.8588
org.apache.coyote.http11.Http11NioProtocol,475,470,515,12593,807,70,358,86,145,FALSE,29296,FALSE,1582,7546.410424
org.apache.coyote.http11.Http11Protocol,11,224,455,16364,670,25,84,36,107,FALSE,7865,TRUE,2574,7414.730598
org.apache.coyote.http11.Http11NioProtocol,70,94,426,9900,34,29,130,58,109,TRUE,12222,TRUE,1396,7537.688442
org.apache.coyote.http11.Http11NioProtocol,455,499,501,6202,325,51,474,44,170,TRUE,4331,TRUE,1752,7542.995072
org.apache.coyote.http11.Http11NioProtocol,612,422,409,2772,415,62,454,102,309,FALSE,15842,TRUE,1202,10362.6943
org.apache.coyote.http11.Http11NioProtocol,37,67,573,2769,492,18,239,45,55,TRUE,24452,TRUE,941,8023.964909
org.apache.coyote.http11.Http11Protocol,369,564,456,2116,896,46,55,49,186,FALSE,22739,FALSE,796,8755.545179
org.apache.coyote.http11.Http11NioProtocol,604,463,567,10270,625,48,662,90,63,TRUE,7096,TRUE,1451,6085.192698
org.apache.coyote.http11.Http11Protocol,22,174,573,10936,410,26,148,49,16,TRUE,16830,TRUE,1303,8284.089026
org.apache.coyote.http11.Http11NioProtocol,146,77,448,2230,526,45,92,27,56,TRUE,9218,FALSE,1790,7972.362477
