protocol,XX:MaxNewSize,Xms,Xmx,maxHttpHeaderSize,maxThreads,minSpareThreads,maxSpareThreads,minProcessors,acceptCount,enableLookups,connectionTimeout,disableUploadTimeout,compressionMinSize,90th
org.apache.coyote.http11.Http11AprProtocol,392,92,580,13405,460,78,350,8,132,FALSE,7935,FALSE,964,8801.267383
org.apache.coyote.http11.Http11AprProtocol,161,239,547,14221,873,81,170,120,170,FALSE,29897,TRUE,649,8381.761287
org.apache.coyote.http11.Http11AprProtocol,176,357,584,12078,5,89,313,53,229,FALSE,10138,TRUE,1999,9891.849116
org.apache.coyote.http11.Http11AprProtocol,410,499,433,17121,1058,18,449,109,104,FALSE,7762,TRUE,1886,10573.05984
org.apache.coyote.http11.Http11AprProtocol,107,280,408,12121,884,50,192,51,192,FALSE,23437,TRUE,908,9176.556956
org.apache.coyote.http11.Http11AprProtocol,188,250,536,3766,537,63,200,57,191,FALSE,3981,TRUE,2333,9639.483324
org.apache.coyote.http11.Http11AprProtocol,82,372,446,10786,1210,41,248,32,150,FALSE,21314,TRUE,478,9685.542713
org.apache.coyote.http11.Http11AprProtocol,251,382,548,15605,616,51,111,59,200,FALSE,24561,TRUE,1442,9030.704395
org.apache.coyote.http11.Http11AprProtocol,401,613,530,19678,1038,20,521,88,47,FALSE,10838,TRUE,1675,11256.1909
org.apache.coyote.http11.Http11AprProtocol,85,141,390,3569,316,96,279,110,100,FALSE,3963,TRUE,1595,8586.639189
org.apache.coyote.http11.Http11AprProtocol,164,349,394,5680,335,64,230,66,158,FALSE,7202,TRUE,1736,8532.423208
org.apache.coyote.http11.Http11AprProtocol,173,492,613,12335,205,72,259,45,198,FALSE,5069,TRUE,1801,9382.623381
org.apache.coyote.http11.Http11AprProtocol,266,578,540,21684,969,23,398,64,74,FALSE,13644,TRUE,1374,10565.61245
org.apache.coyote.http11.Http11AprProtocol,202,65,587,7300,869,53,242,60,295,FALSE,7857,TRUE,2227,8612.275363
org.apache.coyote.http11.Http11AprProtocol,628,575,509,9591,369,55,317,88,61,FALSE,19971,TRUE,1560,9575.486754
org.apache.coyote.http11.Http11AprProtocol,197,337,535,22429,110,80,449,96,177,FALSE,19045,TRUE,1112,8846.947803
org.apache.coyote.http11.Http11AprProtocol,249,12,506,14239,573,76,363,49,184,FALSE,13874,TRUE,2270,8327.781479
org.apache.coyote.http11.Http11AprProtocol,52,458,333,7076,933,84,448,46,158,FALSE,17157,FALSE,1132,10837.36724
org.apache.coyote.http11.Http11AprProtocol,232,586,559,22390,639,38,160,75,118,FALSE,30248,TRUE,786,9620.935155
org.apache.coyote.http11.Http11AprProtocol,156,613,439,16798,745,46,105,109,163,FALSE,31459,TRUE,653,11331.01677
org.apache.coyote.http11.Http11AprProtocol,391,506,481,15545,764,33,482,95,75,FALSE,12900,TRUE,1747,9676.795045
org.apache.coyote.http11.Http11AprProtocol,249,686,502,22032,873,25,543,100,70,FALSE,2373,TRUE,1762,9057.971014
org.apache.coyote.http11.Http11AprProtocol,254,245,489,14205,390,91,202,97,125,FALSE,25284,TRUE,1153,9047.590325
org.apache.coyote.http11.Http11Protocol,26,127,600,10057,1399,73,342,179,144,FALSE,18274,TRUE,998,7299.980533
org.apache.coyote.http11.Http11AprProtocol,8,23,389,8014,1122,75,416,54,249,FALSE,17438,FALSE,1291,8151.287903
org.apache.coyote.http11.Http11AprProtocol,290,292,515,10981,225,73,610,73,61,FALSE,2486,FALSE,1759,8447.372867
org.apache.coyote.http11.Http11NioProtocol,259,182,535,19874,143,120,318,119,117,FALSE,23837,TRUE,1722,7276.60813
org.apache.coyote.http11.Http11AprProtocol,376,501,490,10775,821,30,675,108,39,FALSE,12874,TRUE,2260,9620.935155
org.apache.coyote.http11.Http11AprProtocol,194,424,380,8416,802,56,211,80,178,FALSE,4778,TRUE,1213,11008.36636
org.apache.coyote.http11.Http11AprProtocol,6,92,360,1508,389,101,194,111,138,FALSE,4188,TRUE,1331,8230.001097
org.apache.coyote.http11.Http11AprProtocol,273,456,530,6246,702,42,431,49,111,FALSE,16531,FALSE,1486,8961.644163
org.apache.coyote.http11.Http11Protocol,291,671,677,441,263,72,516,35,32,FALSE,42955,TRUE,1993,7805.182641
org.apache.coyote.http11.Http11AprProtocol,212,384,419,13591,310,84,68,98,135,FALSE,29964,TRUE,1314,8708.778449
org.apache.coyote.http11.Http11AprProtocol,211,676,575,28075,245,39,524,81,64,FALSE,11073,TRUE,868,11207.41184
org.apache.coyote.http11.Http11AprProtocol,338,357,563,5857,813,62,91,67,167,FALSE,11547,TRUE,1650,7855.048178
org.apache.coyote.http11.Http11AprProtocol,215,261,506,10720,910,46,351,53,200,FALSE,25980,TRUE,1132,8535.822
