sort_buffer_size,join_buffer_size,table_open_cache,thread_cache_size,query_cache_limit,max_allowed_packet,max_connect_errors,tmp_table_size,max_heap_table_size,innodb_autoextend_increment,innodb_buffer_pool_size,innodb_additional_mem_pool_size,innodb_log_buffer_size,QPS
6344.14,552.1211,267.79453,6.3777695,1.6757174,10.765108,2254.4465,41.33565,91.336075,309.1633,2.7265372,0.87794006,16.39331,6453.2
6111.04,1468.1315,358.48636,135.58385,3.4150543,12.756654,693.3689,71.874664,82.18259,0.6100184,1.5655211,9.193358,33.12704,6344.14
6780.31,2692.2878,826.97406,92.141846,2.419093,7.5497317,2286.9043,132.16394,27.39777,37.86159,6.48765,19.310516,20.025368,6111.04
6277.72,974.90515,874.97845,94.13943,3.0050316,21.09175,291.73105,51.48168,48.48451,248.82954,4.6649656,9.727969,27.898232,6780.31
6696.56,2234.6797,1960.1952,71.02625,1.8916305,8.81761,861.1486,89.61328,85.089874,166.99,6.8860226,11.11835,15.982057,6277.72
6741.4,1590.1146,1013.81476,108.85905,2.2804105,14.970924,674.99603,57.667263,12.233676,448.39716,2.570285,13.10602,5.963738,6696.56
6415.39,1083.8746,1578.9094,65.6004,1.6788723,10.472701,1448.4358,120.44169,1.8943437,318.93622,6.9492493,9.312952,20.637472,6741.4
6729.44,1715.9849,1513.0913,75.98709,1.9658308,9.99372,830.8029,52.241634,74.25268,169.55138,7.658167,7.6616817,12.361575,6415.39
6510.13,1564.5825,2091.0176,109.41526,2.3657901,8.816226,1194.0171,145.13005,76.95461,116.26002,6.153683,4.1725326,28.60915,6729.44
6359.45,927.6102,1381.1666,57.516525,2.6611857,11.913509,1222.5576,46.434418,43.937428,136.72868,5.4356465,7.894081,18.805851,6510.13
6550.11,817.3374,2435.1494,78.57581,1.7706081,8.054526,818.3963,110.05304,50.44312,189.16182,2.0323453,8.175085,21.203941,6359.45
1181.5616,1234.863,223.61063,47.888157,2.5275059,11.037956,314.0178,26.32255,68.60648,495.72235,3.12745,9.106961,16.582851,6550.11
