sort_buffer_size,join_buffer_size,table_open_cache,thread_cache_size,query_cache_limit,max_allowed_packet,max_connect_errors,tmp_table_size,max_heap_table_size,innodb_autoextend_increment,innodb_buffer_pool_size,innodb_additional_mem_pool_size,innodb_log_buffer_size,QPS
2367.1023,786.63965,2166.957,72.49451,2.1173084,7.417541,1467.8601,122.642235,151.79578,263.4884,5.574705,0.30833837,34.594845,6210
4421.913,1492.8043,238.35887,100.959885,3.1159222,9.452479,739.9143,141.42032,8.904207,0.9844439,4.8888936,4.0590525,33.07637,6496.66
235.88957,1230.971,1776.5007,75.502014,2.7944252,12.335516,1944.6332,125.802216,94.32195,217.74095,6.870718,13.0399275,19.040401,6958.97
3473.7898,1685.1395,282.95187,94.2597,2.2160873,10.701015,739.49133,137.65631,68.5191,296.1451,7.1710844,10.562499,32.246956,6603.07
1041.28,331.98932,229.0095,143.7764,2.0873122,5.6032653,965.60675,55.119335,101.07411,139.58498,4.358256,8.737724,11.424803,6487.26
2182.8408,932.73816,1268.2052,62.43999,2.7630072,13.289129,1099.855,75.82076,34.933727,181.93396,1.1350247,0.56447333,17.265083,6181.34
568.8791,367.28668,857.72406,39.954628,0.7188785,1.2248197,923.47437,105.509796,59.47107,134.07162,3.8608084,12.037769,28.020273,6879.31
2287.3315,1263.1179,1549.2583,24.260847,2.522535,5.738416,917.69745,102.21898,95.16781,249.08311,1.9433187,13.153162,6.045906,6430.05
4261.535,1223.8536,281.1802,48.558445,2.4218197,3.3217816,1722.0652,129.19926,60.80597,139.63118,1.8815883,5.910354,6.32075,6490.3
1216.4364,1391.1044,1415.8077,64.431656,2.901143,9.1670475,538.5067,60.283344,105.81548,268.95172,2.1894658,16.776758,11.740364,6403.06
1104.777,130.05365,226.90794,122.09974,2.5084898,6.2120323,935.0941,69.22067,92.5707,276.45575,3.3922627,4.6049094,20.683796,7131.87
2106.5789,414.886,875.98914,82.46237,1.8358852,6.7656307,674.86163,25.806122,128.1251,376.75232,3.0887911,15.3412075,2.7711504,6980.32
2408.3083,1275.4728,1176.2761,42.56206,2.3203206,8.565587,1056.2115,61.402985,101.956245,248.09564,1.8621675,13.420974,13.471692,6626.92
1536.4972,800.44775,871.8757,48.76511,1.0385181,2.9123187,1010.1019,97.27902,68.53525,215.9289,3.1908436,14.047709,23.819818,6534.19
1821.5358,517.7282,215.12761,98.793785,2.6026368,11.072688,898.9936,70.18773,91.068306,241.47,3.7099082,5.136845,25.241592,7060.38
1824.9429,1003.0413,950.86835,107.823814,2.6446285,3.402431,1083.2906,51.26219,78.22268,232.20215,5.3841257,8.64434,21.06409,6632.73
1443.1609,815.8524,1093.214,47.95906,2.1607394,4.717005,1474.685,131.59502,25.270464,140.38557,7.127088,10.625003,5.7885866,6392.6
875.79694,839.0836,1219.9695,65.99433,1.4443053,12.2111,921.2273,79.778145,55.70763,199.53621,1.6121796,14.546345,26.536821,6109.1
