sort_buffer_size,join_buffer_size,table_open_cache,thread_cache_size,query_cache_limit,max_allowed_packet,max_connect_errors,tmp_table_size,max_heap_table_size,innodb_autoextend_increment,innodb_buffer_pool_size,innodb_additional_mem_pool_size,innodb_log_buffer_size,QPS
3393.603,1628.8868,529.71826,58.698616,1.9915364,14.106474,748.21106,29.995367,114.956024,100.89445,5.036712,17.848907,22.709627,6582.2
2159.0085,1315.7051,1673.4541,74.04241,2.2576597,10.202444,1179.0066,106.55833,58.621357,115.70124,5.058917,11.180482,24.47364,6776.81
1067.0242,225.99937,1757.7454,45.09219,3.1163256,13.796059,345.17758,23.25191,70.783936,366.28177,2.339869,2.4014063,12.827913,6745.49
2316.148,1296.2589,1672.7645,69.44825,2.0914052,10.084691,1259.2252,120.04234,62.529232,24.257769,4.6416006,11.902317,30.543177,6795.94
1644.0884,1360.085,1277.8325,38.113895,2.9473305,13.299372,522.79913,62.450565,66.08522,307.56073,5.892928,11.946322,19.260136,6641.6
3175.6455,1964.6584,663.45044,106.863625,1.618545,7.9959373,1901.196,1.5214826,139.08417,56.50353,3.9508529,22.49732,6.7714257,6655.39
3241.1697,2385.591,429.45322,65.00884,2.400706,11.68297,1130.7662,13.930243,111.44494,98.8877,6.4386206,22.143446,15.41391,6596.92
2637.546,2026.0547,802.8246,42.015892,2.8263423,13.8861265,618.261,53.580944,73.55018,195.10387,7.4001,16.26305,21.83242,6682.51
2702.4265,2114.0825,420.97464,11.225132,3.2809458,16.611074,209.1763,57.062874,59.462772,249.4253,9.368058,17.704178,28.674175,6842.51
2311.6846,951.34436,1740.7617,77.874855,2.2774644,10.396074,1343.1626,92.966965,54.641598,123.9087,4.0263314,9.471712,23.06429,6485.78
972.157,232.89592,1751.0707,48.969505,3.0586913,14.026015,455.5888,33.564156,64.545235,346.60992,1.7938064,3.1667051,14.141933,7007.57
1681.122,1133.4315,1326.016,63.45994,2.4817793,12.425284,701.6742,46.415943,79.54623,231.88159,3.8158493,11.173944,14.297159,6753.21
2483.6047,1650.4724,841.44116,12.298023,2.7489634,17.274311,179.54941,91.88425,65.210526,146.62796,7.8069897,15.530601,35.949116,6364.24
633.1133,491.7476,1629.1879,41.963886,2.973061,15.644601,10.605078,28.13299,80.056885,396.26883,3.0689495,4.9229746,12.13997,6426.64
2095.4543,1687.0625,1347.3077,60.89101,2.3720984,12.926881,826.969,71.22848,61.697803,211.71695,7.292575,12.478935,18.26426,6713.9
2162.798,1297.3754,1437.8765,63.39504,1.8747876,12.00268,712.6573,99.90271,46.886032,156.05826,7.021364,9.0089245,21.369333,6518.55
2366.1414,1626.8334,900.5372,29.996052,2.777483,15.042839,483.8591,73.354195,61.4578,260.5961,7.7098274,15.064953,24.646152,7405.44
1973.4178,1379.8953,1365.5654,57.206566,2.446535,12.488488,841.5669,90.38107,55.742455,215.84453,6.7590427,10.702689,22.22046,6671.34
2000.5894,1807.9452,977.78204,97.29868,1.8542986,8.799537,1457.1906,8.619722,128.77382,129.59494,3.0367854,19.959766,4.7743564,6485.31
2350.687,1332.3131,1456.512,75.36296,2.1773179,10.093001,1117.7633,93.58309,73.90377,105.25123,4.516125,10.662915,23.026562,6437.01
2794.521,1375.0906,1163.3507,73.79032,2.1073282,11.181872,1052.6888,66.2685,91.17964,105.048515,4.069729,13.549005,22.777206,6788.64
2136.0916,607.65424,1628.2876,49.208904,2.8127146,13.12671,791.47455,53.65974,59.503555,230.61934,3.9045637,6.192991,19.205355,6610.97
2421.9287,1537.7823,1346.9011,89.55687,1.8817278,11.175462,1280.7974,54.35458,73.8504,141.00267,6.8599668,11.739104,9.996449,6893.43
2009.3997,1074.5481,1637.1925,73.80971,2.3998044,11.087979,1186.9811,86.55064,60.901714,145.42221,4.3685904,9.53113,20.176191,6921.15
1362.3143,364.6041,1754.2031,57.38614,3.0591648,12.631651,748.621,41.574886,58.791073,290.67188,2.0501173,4.081101,15.910738,6543
2494.347,1483.781,1239.8319,85.00687,2.3083284,10.191531,1303.6731,57.4703,95.3803,147.6713,5.1358337,13.6232,13.213597,6481.32
2268.384,1378.9376,1905.7332,80.14504,1.9567635,8.279916,1584.0981,130.43964,50.863586,0.28438053,4.485459,10.596089,30.03516,6196.97
1848.4758,1334.373,1442.325,58.016354,2.4937272,13.125172,720.6351,72.59349,64.919136,228.98727,6.1007614,11.313108,18.307968,6647.71
2272.121,2752.3247,593.1363,71.13374,2.270886,10.143313,1260.3182,3.0356581,129.51157,129.99094,4.364824,25.37663,9.845141,6767.91
1841.0089,606.4876,1739.7561,64.92555,2.8308103,11.703993,951.01166,57.30975,56.8819,222.5759,3.0115798,6.41275,17.601755,6361.89
2519.417,1785.5339,885.9663,22.812527,2.4728863,16.826035,148.38248,74.557106,43.33064,250.29471,9.415059,14.346172,26.825983,6691.2
1420.1454,1153.4194,1611.87,64.788345,2.3218894,13.348563,637.22955,52.61656,77.92753,255.36182,5.085268,10.365066,13.067403,6117.15
