protocol,XX:MaxNewSize,Xms,Xmx,maxHttpHeaderSize,maxThreads,minSpareThreads,maxSpareThreads,minProcessors,acceptCount,enableLookups,connectionTimeout,disableUploadTimeout,compressionMinSize,90th
org.apache.coyote.http11.Http11AprProtocol,183,268,431,8585,441,69,205,70,161,FALSE,17194,TRUE,1752,8803.850217
org.apache.coyote.http11.Http11AprProtocol,364,425,425,6584,205,79,218,47,185,FALSE,22288,TRUE,1194,8789.405836
org.apache.coyote.http11.Http11AprProtocol,180,424,458,6941,836,79,296,61,138,FALSE,20466,FALSE,1518,8455.467869
org.apache.coyote.http11.Http11NioProtocol,288,277,517,13459,433,100,199,62,113,FALSE,26079,TRUE,1013,8194.93007
org.apache.coyote.http11.Http11NioProtocol,229,222,478,8042,620,71,294,61,76,FALSE,14596,TRUE,1205,7982.544835
org.apache.coyote.http11.Http11AprProtocol,155,256,293,4569,396,41,100,91,123,FALSE,11365,TRUE,1552,8344.923505
org.apache.coyote.http11.Http11AprProtocol,356,454,540,6122,484,38,202,58,162,TRUE,9650,TRUE,1406,7427.581084
org.apache.coyote.http11.Http11AprProtocol,159,273,285,4869,375,57,139,97,168,FALSE,11519,TRUE,1738,9206.40766
org.apache.coyote.http11.Http11AprProtocol,400,468,497,4780,566,43,232,51,167,TRUE,11702,TRUE,1154,7161.955691
org.apache.coyote.http11.Http11AprProtocol,191,298,402,5231,509,46,248,74,92,FALSE,14478,TRUE,1219,8915.304606
org.apache.coyote.http11.Http11AprProtocol,185,602,573,5159,549,88,312,25,49,FALSE,22448,FALSE,1738,11472.27533
org.apache.coyote.http11.Http11AprProtocol,93,201,325,7715,148,47,107,111,93,FALSE,13356,TRUE,1204,8487.043114
org.apache.coyote.http11.Http11AprProtocol,212,291,377,7233,571,65,176,73,166,FALSE,15791,TRUE,1851,8582.217645
org.apache.coyote.http11.Http11AprProtocol,164,267,265,4797,270,26,95,95,65,FALSE,11235,TRUE,1121,11839.92422
org.apache.coyote.http11.Http11NioProtocol,380,371,491,11694,650,86,235,63,172,FALSE,21286,TRUE,1058,7656.577
org.apache.coyote.http11.Http11AprProtocol,90,561,535,6180,676,110,383,15,35,FALSE,28948,FALSE,1692,8902.605496
org.apache.coyote.http11.Http11AprProtocol,224,257,489,13407,222,90,216,93,176,FALSE,25306,TRUE,1196,8940.278937
org.apache.coyote.http11.Http11AprProtocol,412,422,520,11660,99,104,247,50,201,FALSE,31905,TRUE,926,8808.503142
org.apache.coyote.http11.Http11AprProtocol,258,330,378,4781,677,44,374,81,64,FALSE,12578,FALSE,702,8846.426044
org.apache.coyote.http11.Http11NioProtocol,186,255,412,6992,491,40,200,67,30,FALSE,13505,TRUE,1118,7996.161842
org.apache.coyote.http11.Http11AprProtocol,178,280,277,5620,317,30,119,94,81,FALSE,12218,TRUE,1177,9810.333551
org.apache.coyote.http11.Http11AprProtocol,168,310,435,8016,521,62,211,64,132,FALSE,17961,TRUE,1713,6518.338258
org.apache.coyote.http11.Http11AprProtocol,176,410,490,8476,464,77,190,24,75,FALSE,25595,FALSE,1837,8968.073658
org.apache.coyote.http11.Http11AprProtocol,91,136,435,12059,225,81,162,107,188,FALSE,15224,TRUE,1973,8625.15094
org.apache.coyote.http11.Http11AprProtocol,142,345,498,11226,470,91,210,50,89,FALSE,26691,FALSE,1824,8906.834511
org.apache.coyote.http11.Http11AprProtocol,300,301,479,10256,385,93,264,47,197,FALSE,21310,TRUE,1836,8506.294658
org.apache.coyote.http11.Http11AprProtocol,218,259,484,11364,358,85,243,67,176,FALSE,20961,TRUE,1710,8539.2235
org.apache.coyote.http11.Http11AprProtocol,139,497,486,8302,544,98,254,16,63,FALSE,29571,FALSE,2020,10738.83162
org.apache.coyote.http11.Http11AprProtocol,286,259,534,17252,218,102,243,99,218,FALSE,32003,TRUE,997,6240.639041
org.apache.coyote.http11.Http11AprProtocol,240,416,470,5433,946,79,394,57,137,FALSE,18295,FALSE,1161,9725.734293
org.apache.coyote.http11.Http11NioProtocol,230,235,532,5414,1043,45,449,48,37,FALSE,7131,FALSE,1216,8379.888268
org.apache.coyote.http11.Http11AprProtocol,179,399,456,7713,716,72,270,60,132,FALSE,20340,FALSE,1581,8427.439744
org.apache.coyote.http11.Http11AprProtocol,472,502,529,4997,221,23,57,56,196,TRUE,8282,TRUE,1175,7259.001161
org.apache.coyote.http11.Http11AprProtocol,187,238,488,13200,347,86,229,77,169,FALSE,22361,TRUE,1617,8679.048776
org.apache.coyote.http11.Http11AprProtocol,179,296,385,7009,527,57,175,75,149,FALSE,15938,TRUE,1762,8507.259528
