protocol,XX:MaxNewSize,Xms,Xmx,maxHttpHeaderSize,maxThreads,minSpareThreads,maxSpareThreads,minProcessors,acceptCount,enableLookups,connectionTimeout,disableUploadTimeout,compressionMinSize,90th
org.apache.coyote.http11.Http11AprProtocol,121,552,521,11148,1243,19,178,56,218,FALSE,15026,TRUE,1126,9472.088911
org.apache.coyote.http11.Http11AprProtocol,271,388,515,10827,505,56,273,58,134,FALSE,21926,TRUE,1305,7058.491365
org.apache.coyote.http11.Http11AprProtocol,99,131,514,14884,10,110,256,103,178,FALSE,17268,TRUE,2017,9653.130832
org.apache.coyote.http11.Http11AprProtocol,224,468,512,11389,969,9,317,105,133,FALSE,14468,TRUE,1774,8945.077226
org.apache.coyote.http11.Http11AprProtocol,252,230,514,16804,220,106,252,103,128,FALSE,30195,TRUE,1057,9071.117562
org.apache.coyote.http11.Http11AprProtocol,199,522,512,15174,970,33,127,27,132,FALSE,23642,TRUE,1106,10606.70344
org.apache.coyote.http11.Http11AprProtocol,181,562,512,14929,783,33,129,51,122,FALSE,27671,TRUE,1006,9577.932444
org.apache.coyote.http11.Http11AprProtocol,210,476,508,15588,458,54,223,81,101,FALSE,27596,TRUE,1077,8984.187829
org.apache.coyote.http11.Http11AprProtocol,170,496,507,11638,738,37,137,64,145,FALSE,24136,TRUE,1045,9025.270758
org.apache.coyote.http11.Http11AprProtocol,277,496,514,16912,933,22,602,127,81,FALSE,8284,TRUE,2253,9239.297813
org.apache.coyote.http11.Http11AprProtocol,252,435,506,13362,253,78,372,96,114,FALSE,23350,TRUE,1169,9068.923821
org.apache.coyote.http11.Http11AprProtocol,181,417,513,15946,124,98,439,93,101,FALSE,13906,TRUE,1099,8907.892393
org.apache.coyote.http11.Http11AprProtocol,216,529,513,16856,158,62,273,88,70,FALSE,23728,TRUE,963,10210.33286
org.apache.coyote.http11.Http11AprProtocol,125,485,511,6340,893,20,80,74,191,FALSE,18632,TRUE,1138,8402.890594
org.apache.coyote.http11.Http11AprProtocol,214,392,514,15446,131,83,300,110,93,FALSE,26576,TRUE,1000,8954.154728
org.apache.coyote.http11.Http11AprProtocol,272,476,508,16178,455,50,203,68,125,FALSE,29152,TRUE,1164,8895.214375
org.apache.coyote.http11.Http11AprProtocol,256,246,512,17830,101,112,215,114,240,FALSE,32006,TRUE,864,8428.860418
org.apache.coyote.http11.Http11AprProtocol,230,508,514,9930,971,24,74,31,159,FALSE,25605,TRUE,1084,8950.948801
org.apache.coyote.http11.Http11AprProtocol,233,323,509,13776,384,78,241,88,92,FALSE,26352,TRUE,1176,9232.473687
org.apache.coyote.http11.Http11AprProtocol,233,511,512,13684,728,36,120,47,130,FALSE,25067,TRUE,1227,8963.786303
org.apache.coyote.http11.Http11AprProtocol,205,457,512,16780,155,78,322,75,71,FALSE,18271,TRUE,1005,8487.523341
org.apache.coyote.http11.Http11AprProtocol,262,215,514,18376,133,115,234,112,228,FALSE,32216,TRUE,950,8310.249307
org.apache.coyote.http11.Http11AprProtocol,214,439,510,11621,880,31,264,63,152,FALSE,18050,TRUE,1287,8904.719501
org.apache.coyote.http11.Http11AprProtocol,176,493,517,12947,1031,30,310,71,178,FALSE,13485,TRUE,1357,8927.50863
org.apache.coyote.http11.Http11AprProtocol,141,221,515,14039,79,106,330,84,75,FALSE,15231,TRUE,1698,8745.845723
org.apache.coyote.http11.Http11AprProtocol,456,507,509,8034,251,24,205,116,38,FALSE,28669,TRUE,2008,8651.516899
org.apache.coyote.http11.Http11AprProtocol,154,456,510,15047,336,89,460,94,117,FALSE,12829,TRUE,1136,8017.960231
org.apache.coyote.http11.Http11AprProtocol,283,472,510,15686,806,26,104,48,93,FALSE,25877,TRUE,1487,9241.005421
org.apache.coyote.http11.Http11AprProtocol,269,388,509,15699,388,65,251,76,169,FALSE,26383,TRUE,1242,9385.558754
org.apache.coyote.http11.Http11AprProtocol,189,586,515,19455,214,53,214,92,55,FALSE,32352,TRUE,805,10022.04851
org.apache.coyote.http11.Http11AprProtocol,313,381,515,10995,281,98,372,44,214,FALSE,20515,TRUE,1392,8688.600556
org.apache.coyote.http11.Http11AprProtocol,168,425,511,8887,806,32,208,46,194,FALSE,18826,TRUE,1227,8860.535176
org.apache.coyote.http11.Http11AprProtocol,336,335,509,16623,326,75,286,55,187,FALSE,26198,TRUE,1141,8690.110654
org.apache.coyote.http11.Http11AprProtocol,219,282,515,11188,424,76,202,86,119,FALSE,24310,TRUE,1213,9169.264625
org.apache.coyote.http11.Http11AprProtocol,218,384,507,11657,557,52,210,73,139,FALSE,22529,TRUE,1272,8747.375787
