x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,y
14.301976329959643,-85.82185125014878,100.38410014881308,46.76993380334499,329.7757379553423,190.7813240724967,-25.142300881258265,103.37061345977958,187.8788155088751,-112.5683614174805,-134.38133312414158,283.0933868031203,17.048757853716012,-174.80484078936774,82.3215045036732,277.0211828413025,257.7381136233357,113.47742507895761,244.4044212028008,29.626319264173418,157.43204204333168,-218.8005850885168,-104.75351091693692,84.33618973807073,65.37546753828879,-168.3902707078155,9.737815864966858,18.980730964410064,-12.057048292191894,112.02525177127875,179.3194616441292
119.41143010429114,-59.45358732947571,155.99531762043347,-35.33239536235351,240.80402809333964,127.19603416072592,-38.84289258792259,136.13591935344584,124.90274472722066,-167.7422255109568,-132.752339971977,272.77512179162454,9.808211775516314,-322.9036747143666,-9.516547634971232,238.7932784174843,292.5033247964211,41.55082451844072,207.07271561462807,225.95612585911962,209.5751654219531,-242.234679867952,-224.92326416153344,86.08591398852754,58.643006681893766,-73.12578149469078,-58.456526100913045,10.069123757812577,134.5557350997864,108.69889811582058,205.71837805177304
29.32548091045672,-82.86223432095191,108.20551537623814,53.146903652301916,359.7866431970805,186.0954986408752,-14.095065902292212,86.37858530671477,179.98958794212368,-216.92868566037464,-149.94564435175843,279.81053746001925,24.64335353069309,-242.80637385280886,83.73119200586362,293.5722416780721,258.32981506109934,81.54803323090096,308.0140650028865,74.77787795167353,153.99024441587642,-213.56960178466952,-126.74538653608572,84.75644247383298,59.807790168763844,-164.71981929555224,-10.368560333014866,20.469045523504025,-8.240534778655736,77.78412804176983,208.69073564719682
-141.63737806078444,-131.16924390745743,308.86232526307276,107.57628729571564,164.17417216365925,56.33654184999375,-41.03107240048442,8.483674123802928,57.03903120321897,-41.0225578121451,-65.31348295386036,45.90029327143459,63.303521952230824,-326.9712548466129,128.6129487595478,282.69094252163467,289.28697496002667,174.76302929527932,3.945540686343378,-126.09715312394054,26.412424936099356,-421.8956182729386,-6.169724353155232,6.811945578909331,114.68003968407453,-171.18150349984458,218.78050317893522,141.01757084821486,-102.15864896609575,-126.40826750912164,211.08590810503406
-64.00650782819199,-59.583199100272296,189.25945855907509,56.961962206020765,274.4115113326459,-133.1592470365893,-15.061681841999885,189.1680326174047,169.8346336651943,140.2794892784898,-198.45196243579832,206.49269616059473,4.302922465216,-296.12200691476045,125.2441572123985,331.8176500908796,175.3716886833709,181.4087258906976,250.40683099028757,-160.73824038977864,167.45103222720954,-254.76851054829112,23.412073195725366,38.836638291898595,-84.56407988008073,-251.75865797007606,126.03771583728009,-11.057148852965213,-30.496081867713144,81.21501920373056,216.2676886621296
-49.41021977190556,-163.34469721953204,125.83801979298754,130.61832559478944,351.47351279650536,198.51251720127158,-21.429019494551298,184.1668959982226,140.62958719041,173.88424514432725,-93.65981749858994,270.9957107808028,65.35696966440912,-259.97012917583504,61.59840730168253,235.00960279384725,105.57153083843363,150.36824556602846,221.93308408557982,-192.6397754321499,226.0295977275481,-282.11129637157563,197.8608649025496,7.511697584850602,-73.75000756936385,-192.43436658883218,32.06727041463153,54.64919885551066,71.72523639672984,-50.4144476742203,217.65317585842214
-314.38573477494276,-99.05964612354867,126.83626478783025,45.5540098835168,-15.854081799853276,144.14441207916607,-108.16644959208972,-1.3297409594537264,78.14506108920433,60.98609492264759,-81.50219938179893,176.07865889655517,-289.88721215290036,-278.856456253165,157.74194170794064,265.4854509612615,165.83570976345004,99.24336366360005,91.69327250585674,-189.6107687143246,34.446748398793176,-399.39656688045176,-76.83442241511999,24.82285514644994,11.188074937108107,-268.58716334017663,119.86751293523233,-12.665409839154108,-22.81873324645059,263.8780014567182,218.51425857857961
-97.39734816662087,-123.95104517470774,119.73291856213535,128.4973434224971,118.71518028656757,118.42333809039266,-98.65357025481902,4.632618096062778,7.247425461223511,117.7314541743314,-237.55754551483824,119.16031899146104,112.43095523999632,-517.8886457279583,166.06759941737354,221.66088159646375,170.29276628306647,-24.190546982183378,11.322515660192678,-184.70098813263354,173.1616602258316,-402.11132584137505,3.9221239889782673,8.123827281601848,149.9762175386487,-160.011035561889,175.4329381714955,78.57344560326992,-77.324021487886,65.13320553678298,222.6329815612601
-182.57842535566965,-118.03575873941955,143.5989890193782,82.86120895959749,181.83967580517606,139.40159580277378,-101.72750543195278,13.20376627751273,98.00768560219669,185.14536378497579,-250.3600765084566,138.61039705959791,34.24772760377975,-416.43482098313234,151.77473905892208,321.24326136859236,138.52782144945547,-117.90222831177101,-49.81987512442915,-199.55681314951195,176.49107860457906,-324.2776783920693,-102.13288264573883,101.28419294664852,139.72036799824872,-168.04598587318628,141.79625285585428,61.34503234103609,-106.91454895406773,101.58223283354845,223.5367798691321
-222.03170859457305,-152.71240175945618,113.14605229517329,173.24181991209292,342.53028536278316,153.15080687553152,-84.47846247194667,70.17191053622625,105.82073168298541,114.06208084121205,-122.74888059978569,68.83542763741613,151.39618456362476,-274.1349252762135,112.3708775484431,247.80862128900452,180.26424448719925,176.34913364385466,339.0318096667502,-239.52735883750128,131.66148380216535,-228.81009935434705,7.802736872001173,-32.550709333735114,-14.518439538063603,-321.6413991806394,17.065276578406326,14.260872639615343,-112.16914346244377,-30.16051566907582,228.19180017489785
