lr,numOfL1,numOfL2,keep_prob,batch_size,loss
0.37471180112100927,121.0,110.0,0.8099903017566521,18.0,8.536357434338091
0.57711905247207,12.0,86.0,0.9369193653660561,30.0,9.714497767017786
0.6211066770715998,11.0,13.0,0.8815596864876023,29.0,9.959584085047235
0.2828420051770021,92.0,12.0,0.8608934217219044,30.0,9.967717746689052
0.7070408575132184,21.0,13.0,0.9643330121302641,5.0,9.98583701977188
0.5266765425521311,98.0,15.0,0.8582296572254682,25.0,10.004135975756622
0.8062962182434552,116.0,10.0,0.8314010487929699,21.0,10.005202660047434
0.32371798157691956,87.35647583007812,21.603837966918945,0.8448254466056824,28.538219451904297,10.00984263365998
0.4457379877567291,49.685028076171875,23.67371940612793,0.8948186635971069,12.040712356567383,10.016979431047234
0.33378148124443197,71.0,18.0,0.9305322526434413,11.0,10.017089832685278
0.22612743079662323,87.38249206542969,7.593376159667969,0.7537381052970886,25.194978713989258,10.019732415675303
0.9875097645862053,21.0,5.0,0.895956926363561,2.0,10.045342468555924
0.5726721882820129,63.547882080078125,11.100261688232422,0.6204540133476257,16.790630340576172,10.063994800167613
0.15226032395577854,1.0,86.0,0.7291992117593386,30.0,10.073610159092446
0.0854541810671628,114.0,4.0,0.7325698422632657,14.0,10.078064943164167
0.8607508206765808,24.0,30.0,0.6647879808315232,15.0,10.082884006847472
0.6166053394271559,11.0,13.0,0.8995465115540844,29.0,10.096668120778975
0.3567992596741845,97.0,58.0,0.8118462488906688,21.0,10.098934345480693
0.5792708992958069,16.722820281982422,5.0013427734375,0.8936831951141357,29.00385284423828,10.105250970242272
0.3780722459865924,40.0,6.0,0.8278310136888751,19.0,10.174868701651258
0.9318334460258484,34.13862609863281,22.702701568603516,0.8037351369857788,7.12054443359375,10.201731882058997
0.5733544608958504,12.0,9.0,0.9290705395132426,8.0,10.20993724927642
0.7027065168822189,51.0,13.0,0.8998900971290235,29.0,10.245697277733628
0.421587002907489,107.0,106.0,0.9672222093808123,12.0,10.346088100309405
0.11448205262422562,115.68806457519531,3.723865509033203,0.6935924887657166,5.4660186767578125,10.391422055798083
0.6389151510813598,23.0,35.0,0.950099102217986,4.0,10.4126391803902
0.16210872648353747,47.0,72.0,0.9990075475352687,30.0,10.477525906988332
0.21080495417118073,101.66999816894531,29.55232810974121,0.5487027168273926,22.5427188873291,10.557123916490404
0.6113911867141724,5.2299041748046875,15.238842010498047,0.9318354725837708,6.083298683166504,10.577787131240296
0.7492731213569641,79.75965881347656,13.53533935546875,0.8580009341239929,15.886833190917969,10.633823973616563
0.552310049533844,64.24988555908203,49.896366119384766,0.6264792084693909,15.21535587310791,10.674642381739147
0.21872009336948395,96.836669921875,35.86147689819336,0.5377854108810425,20.956012725830078,11.066689300002437
0.3744252622127533,41.18559265136719,89.96516418457031,0.7492391467094421,13.392650604248047,11.92768254586673
0.3475093066838341,115.0,93.0,0.9616364820818262,11.0,11.929421362756159
0.4000512013526588,109.0,50.0,0.5949810918111786,20.0,12.100689266132479
0.44575296930700026,111.0,98.0,0.9987721078337036,23.0,13.335567874849438
0.29217809438705444,48.53558349609375,39.3743896484375,0.7545379400253296,27.344524383544922,14.819473712537594
0.7157396078109741,8.55462646484375,18.614744186401367,0.9625405669212341,1.5539779663085938,15.009602015545823
0.31752870634589186,87.0,52.0,0.6172355978652209,17.0,16.080595179831036
0.3835490643978119,79.66175842285156,67.71113586425781,0.686575174331665,20.509960174560547,17.12979579974729
0.9457082134747065,5.0,97.0,0.9925511922586263,10.0,17.56244499890961
