protocol,XX:MaxNewSize,Xms,Xmx,maxHttpHeaderSize,maxThreads,minSpareThreads,maxSpareThreads,minProcessors,acceptCount,enableLookups,connectionTimeout,disableUploadTimeout,compressionMinSize,90th
org.apache.coyote.http11.Http11AprProtocol,145,105,340,10486,564,34,408,81,114,FALSE,11047,FALSE,2214,8915.834522
org.apache.coyote.http11.Http11AprProtocol,123,137,248,17626,1089,53,43,-1,81,FALSE,8895,TRUE,930,8759.124088
org.apache.coyote.http11.Http11AprProtocol,233,38,467,15453,410,16,640,40,56,FALSE,7111,TRUE,2174,9176.556956
org.apache.coyote.http11.Http11AprProtocol,127,109,254,13971,974,45,81,23,126,FALSE,10568,TRUE,1061,8846.426044
org.apache.coyote.http11.Http11AprProtocol,123,123,258,15718,953,49,75,15,108,FALSE,10417,TRUE,1037,9017.132552
org.apache.coyote.http11.Http11AprProtocol,157,63,333,11104,744,24,64,71,144,FALSE,11558,TRUE,957,8927.50863
org.apache.coyote.http11.Http11AprProtocol,141,106,280,12092,747,62,242,53,114,FALSE,11957,TRUE,1520,8840.690753
org.apache.coyote.http11.Http11AprProtocol,124,56,257,7257,1033,21,52,49,209,FALSE,9301,TRUE,972,8566.533409
org.apache.coyote.http11.Http11AprProtocol,372,111,740,23749,896,13,243,81,114,FALSE,9521,TRUE,1595,8399.596819
org.apache.coyote.http11.Http11AprProtocol,202,69,420,15653,189,34,214,78,80,FALSE,16285,TRUE,1424,9033.967719
org.apache.coyote.http11.Http11AprProtocol,86,117,251,15177,656,47,94,42,177,FALSE,10208,TRUE,1016,9047.590325
org.apache.coyote.http11.Http11AprProtocol,124,124,252,11417,589,39,280,70,101,FALSE,16961,TRUE,1765,9061.801486
org.apache.coyote.http11.Http11AprProtocol,138,70,260,9064,473,55,452,55,54,FALSE,10994,FALSE,1929,9170.385768
org.apache.coyote.http11.Http11AprProtocol,181,68,357,11247,973,31,89,72,142,FALSE,11303,TRUE,1071,9262.117938
org.apache.coyote.http11.Http11AprProtocol,59,132,258,17014,481,50,61,51,202,FALSE,9261,TRUE,999,9075.508228
org.apache.coyote.http11.Http11AprProtocol,129,56,257,7213,1046,21,44,48,210,FALSE,9264,TRUE,954,8858.965273
org.apache.coyote.http11.Http11AprProtocol,141,85,274,10190,834,59,212,64,146,FALSE,12020,TRUE,1526,8032.128514
org.apache.coyote.http11.Http11AprProtocol,152,104,393,16914,236,39,113,71,125,FALSE,15220,TRUE,1176,8269.930533
org.apache.coyote.http11.Http11AprProtocol,88,84,199,13934,458,85,356,86,177,FALSE,11255,TRUE,1847,9356.287425
org.apache.coyote.http11.Http11AprProtocol,110,69,250,9551,917,40,106,61,215,FALSE,9709,TRUE,1202,8708.272859
org.apache.coyote.http11.Http11AprProtocol,161,79,331,11613,663,42,181,75,118,FALSE,14099,TRUE,1291,9104.704097
org.apache.coyote.http11.Http11AprProtocol,154,106,301,9695,675,50,302,66,101,FALSE,15207,FALSE,1807,8437.869157
org.apache.coyote.http11.Http11AprProtocol,117,60,260,7816,922,20,78,53,206,FALSE,9552,TRUE,1038,3838.182237
org.apache.coyote.http11.Http11AprProtocol,98,107,296,15201,375,44,118,61,165,FALSE,12878,TRUE,1139,8727.01885
org.apache.coyote.http11.Http11AprProtocol,149,44,291,7391,1197,16,6,54,217,FALSE,6825,TRUE,842,9382.036527
org.apache.coyote.http11.Http11AprProtocol,226,101,433,14559,944,30,195,71,145,FALSE,12440,FALSE,1464,9133.532241
org.apache.coyote.http11.Http11AprProtocol,243,88,488,16204,278,36,130,96,54,FALSE,20031,TRUE,1098,9083.752195
org.apache.coyote.http11.Http11AprProtocol,95,104,255,13445,727,41,91,45,187,FALSE,9924,TRUE,1024,8254.003192
org.apache.coyote.http11.Http11AprProtocol,128,70,257,8824,970,28,70,45,187,FALSE,10244,TRUE,1042,9129.085266
